businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
DIMITRIOS HOUSE OF PIZZA,,1750 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:47+00,6178253086,157311,42.29022856924715,-71.06288153759033
DING HO FAST FOOD,,88 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:52+00,6174263126,156805,42.350709397849386,-71.061315828825
Dining Hall @Emerson,,122 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2018-06-05 19:02:27.46+00,7043284375,367801,42.35224000030213,-71.06577000179554
DINO'S CAFE,,141 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:35:10+00,6172271991,158091,42.36505909729228,-71.0553782524761
Dirty Water Dough Company,,20 Maverick,East Boston,MA,02128,Active,FS,Eating & Drinking,2019-10-22 18:18:23.92+00,6172242800,392987,42.371669999978344,-71.04210000136459
Dirty Water Dough Company,,222 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2013-03-05 18:30:09+00,6172620090,101439,42.34975094521843,-71.08107798749985
Discovery Cafe,,3 Blackfan,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2013-06-28 16:54:09+00,6172271333,15784,42.339009999614404,-71.1042490006627
Distraction Brewing Co,,2 Belgrade,Roslindale,MA,02131,Active,FS,Eating & Drinking,2025-05-29 14:37:19.12+00,6174773677,340955,42.28687132050864,-71.1302772597777
District 7 Cafe,,376 Warren,Roxbury,MA,02119,Active,FS,Eating & Drinking,2024-11-19 16:17:16.083+00,6175447699,170973,42.318030831344146,-71.08166689545376
District 7 Tavern,,380 Warren,Roxbury,MA,02119,Active,FS,Eating & Drinking,2018-10-22 14:29:43.763+00,6715447699,157321,42.3179869427307,-71.08173961500165
Dog House,,300 FANEUIL HALL MARKET,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2007-03-25 15:26:41+00,0,,,
Dolce,,270 Hanover,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,2007-08-23 13:17:17+00,6177204243,69076,42.36382000029889,-71.05468000126416
DOLCE VITA (1696 Comm. Ave.),,1696 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2011-11-10 13:24:15+00,,163787,42.34124749310464,-71.14650412729425
Dolphin Bay,,72 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2022-12-01 13:43:38.843+00,5626506886,403829,42.35239999993197,-71.12872000141063
Domino's,,1144 Saratoga,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2023-08-07 16:38:23.51+00,6175675551,122464,42.38460000038137,-71.00029000069136
Domino's,,1400 Tremont,ROXBURY,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2017-12-13 12:35:24.853+00,6173186100,,,
Domino's,,165 Fairmount,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,2023-06-13 12:41:32.033+00,6173646550,55671,42.252695000469956,-71.11868200104958
Domino's,,25 Staniford,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2017-12-13 12:55:12.43+00,6173186100,169966,42.36268759974312,-71.06304157272442
Domino's,,4000 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2019-02-20 12:30:19.9+00,6173186100,145054,42.29232000046924,-71.121550001597
Domino's,,4640 Washington,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2019-02-20 12:33:28.047+00,6173230525,145317,42.274801238008074,-71.13987105149704
Domino's Pizza,,1514 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2016-02-03 15:23:10.437+00,6172980900,16300,42.27234000042129,-71.09324000150231
Domino's Pizza,,163 Old Colony,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2012-08-08 13:22:58+00,6172682900,105071,42.33403000041876,-71.05504000171149
Domino's Pizza,,205 Adams,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2012-04-17 16:57:58+00,5085201000,,,
Domino's Pizza,,277 Main,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2017-12-19 17:59:48.793+00,6174194400,351873,42.37751000041421,-71.06670000168934
Domino's Pizza,,416 Cambridge,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2019-01-15 16:19:09.747+00,6173186100,403787,42.354849999784506,-71.13375000148493
Domino's Pizza,,464 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2022-06-29 16:44:16.96+00,6177825655,351531,42.348702411220486,-71.15894967960952
Domino's Pizza,,508 Park,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2019-10-08 17:01:04.613+00,6174249000,157620,42.34770833065359,-71.10582150550843
Dona Habana Restaurant,,811 Massachusetts,Roxbury,MA,02119,Active,FS,Eating & Drinking,2016-08-11 19:18:41.397+00,6177080796,92656,42.33268523761584,-71.07292171586668
Don Tequeno Y Dona Arepa,,401A Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2023-12-21 15:40:05.98+00,6175168816,163030,42.32166738332197,-71.11038878636188
Don Tequeno Y Dona Arepa,,491 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2021-07-08 17:17:59.1+00,6177080221,377674,42.30835000032792,-71.08361000081902
Don't Tell Aunty,,1080 Boylston,Boston,MA,02115,Active,FS,Eating & Drinking,2024-03-28 16:00:09.4+00,2692670304,355177,42.34691000012572,-71.08802000151776
Dora Taqueria,,112 Stoughton,Dorchester,MA,02125,Active,FS,Eating & Drinking,2021-04-15 13:09:03.97+00,,384462,42.31547000027796,-71.06127000123756
Dorchester Brewing Company,,1246 Massachusetts,Dorchester,MA,02125,Active,FS,Eating & Drinking,2016-03-01 20:00:41.26+00,6178697092,419249,42.32215000423211,-71.0622972115485
Dorchester Fried Chicken,,851 Washington,Dorchester,MA,02124,Active,FS,Eating & Drinking,2025-04-07 14:59:16.72+00,6176553899,146202,42.28187299995441,-71.07140800104902
Dorchester Pizza & Fried Chicken,,159 Washington,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2025-09-02 17:50:58.663+00,6176088092,439779,42.303887088752234,-71.07916168711084
Dot Block Diner,,1203 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2024-07-09 18:16:40.697+00,2393890950,355568,42.30966038954336,-71.05833864019117
Double Chin,,86 Harrison,Boston,MA,02111,Active,FS,Eating & Drinking,2014-04-11 19:13:05+00,6179590888,70070,42.35078083268945,-71.06128191823541
Double Tree Club Hotel/Starbucks,,821 WASHINGTON,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2009-05-18 13:04:05+00,6179565180,,,
Double Tree Guest Suites,,400 Soldiers Field,Allston,MA,02134,Active,FS,Eating & Drinking,2006-12-07 18:34:54+00,7830090,128311,42.360020000353025,-71.11832000143713
Doubletree Hotel Boston-Wisteria,,821 Washington,BOSTON,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:35:16+00,9567900,,42.34881000001166,-71.06469000124665
Doughboy Donuts & Deli,,220 Dorchester,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2012-12-03 14:02:36+00,6172697560,48549,42.34011999997212,-71.05676000024202
DOUZO JAPANESE RESTAURANT,,131 Dartmouth,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:36:36+00,6176427457,46311,42.3465791483361,-71.0753577615969
Dovetail,,1 First,Charlestown,MA,02129,Active,FS,Eating & Drinking,2019-08-21 17:04:47.7+00,6173375703,157198,42.37526423631087,-71.0544850912379
Down Home Delivery & Catering,,2 Bowdoin,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2010-10-01 13:31:58+00,6172880813,17676,42.29961999949067,-71.07332000168043
Dragon Bowl,,396 Brookline,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2008-01-04 18:41:11+00,7818886896,22101,42.338289999959265,-71.10695000129951
Drip By Craft Food Halls,,2 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,2025-02-21 16:11:30.943+00,8576395107,421017,42.34496041650667,-71.03767730675702
Drydock Cafe,,7 Dry Dock,Boston,MA,02210,Active,FS,Eating & Drinking,2021-01-29 14:14:11.527+00,6179512999,157724,42.34428736223083,-71.0361239247797
DUBLIN HOUSE,,9 Stoughton,Dorchester,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:34:11+00,6172822235,155753,42.31668927541093,-71.0648211701353
Dublin House of Pizza,,197 Humboldt,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2022-04-25 19:10:55.653+00,6176765648,377084,42.3130500000754,-71.08981000081154
Ducali Pizzeria & Bar,,289 Causeway,BOSTON,MA,02113,Active,FS,Eating & Drinking,2007-06-01 15:24:41+00,6177424144,,42.3670500000069,-71.05807000123825
Dudley Cafe,Shanti Boston LLC,2296 Washington,Roxbury,MA,02119,Active,FS,Eating & Drinking,2014-12-05 14:52:44.7+00,,344708,42.33014025728334,-71.08366243407384
Dug Out Cafe Inc,,722 COMMONWEALTH ,BOSTON,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:33:57+00,6172478656,,42.34957485463472,-71.10598004877984
Dugout Inseat,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2011-03-08 13:54:30+00,6175366683,156417,42.346768333561606,-71.09864788266272
Dumpling Cafe,,693 Washington,Boston,MA,02116,Active,FS,Eating & Drinking,2024-09-13 15:38:34.91+00,6173388858,157022,42.3512859111925,-71.06309970567014
Dumpling King,,40 Harrison,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2010-12-17 13:52:04+00,6175922383,340723,42.35159985699556,-71.06099622702814
Dumpling Kingdom,,137 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2019-01-02 16:11:15.617+00,6175628888,354164,42.35225000042956,-71.13207800081092
Dumpling Kitchen,,79 River,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2024-04-22 13:15:33.64+00,6178160528,155736,42.27141813714331,-71.07399975516046
Dumpling Palace,,179 Massachusetts,Boston,MA,02115,Active,FS,Eating & Drinking,2014-07-03 16:57:59.047+00,6466786988,91981,42.345714999934216,-71.0873100016281
Dunkin,,100 Cambridge,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2007-05-15 20:47:44+00,6175234443,25222,42.36058400006433,-71.0621090011358
Dunkin,,214 Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2024-11-26 20:04:57.993+00,6175999802,12758,42.3558705834458,-71.14891598436851
Dunkin,,44 Parker,Charlestown,MA,02129,Active,FS,Eating & Drinking,2021-03-15 19:46:35.683+00,9786822382,341101,42.38253321635097,-71.07924797156399
Dunkin,,5318 Washington,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2024-08-29 17:25:22.51+00,,351838,42.257869999941,-71.16080000193955
DUNKIN',,157 Seaport,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2020-11-20 20:36:54.24+00,6172328052,351518,42.34980231875966,-71.04202155101264
DUNKIN',,1621 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2025-04-24 15:05:48.39+00,6176963300,386582,42.2685799996713,-71.09413000067082
DUNKIN',,1 First,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2025-04-23 15:21:28.84+00,6172867321,157198,42.37526423631087,-71.0544850912379
DUNKIN',,300 Cambridge,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2019-12-18 17:05:09.45+00,6174644001,421118,42.360930557211894,-71.06848620665389
DUNKIN',,684 American Legion,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:04+00,5243853,156647,42.28359607819745,-71.11251418477778
DUNKIN',,715 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:33:53+00,6172677153,18382,42.34964999984681,-71.08001000138951
DUNKIN DONUT,,16 KNEELAND,BOSTON,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:46+00,6172415219,,,
DUNKIN DONUT,,326 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:47+00,2420740000,42100,42.35118000069858,-71.04926000131
Dunkin Donuts,,100 William T Morrissey,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2017-10-11 14:34:21.027+00,6172875082,155810,42.31414630361416,-71.03937232722609
Dunkin Donuts,,115 Forsyth,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:43+00,6176500372,165379,42.33757778635109,-71.09021055448113
Dunkin Donuts,,1200 Hyde Park,Hyde Park,MA,02136,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:11+00,6173642010,157265,42.257869457926596,-71.12321039751122
Dunkin Donuts,,1236 Dorchester,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:23:50.65+00,6176373195,156562,42.30843100824006,-71.05803110856112
Dunkin Donuts,,1443 Tremont,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,2024-01-09 14:57:38.237+00,6173835417,136836,42.33196000050776,-71.09672000117298
Dunkin Donuts,,147 Tremont,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2017-05-03 16:12:09.85+00,6172328052,170411,42.35511086291571,-71.06300318659036
Dunkin Donuts,,153 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2019-01-10 16:46:19.273+00,6175616320,156453,42.346437020007016,-71.0875997499494
Dunkin Donuts,,1580 Dorchester,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:17:56.327+00,6176373195,157565,42.29691473049245,-71.0603884205237
Dunkin Donuts,,15 Transportation,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2014-12-15 19:17:05.28+00,6175411911,344514,42.36797221792407,-71.03030825493086
Dunkin Donuts,,1627 Tremont,Mission Hill,MA,02120,Active,FT,Eating & Drinking w/ Take Out,2024-01-09 14:57:39.417+00,6173835417,137284,42.334006610936335,-71.10367914261556
Dunkin Donuts,,179 BRIGHTON ,ALLSTON,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:29+00,6177873462,,42.35350748150286,-71.13346957446481
Dunkin Donuts,,1912 Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-03-06 20:07:46.47+00,6172367673,157486,42.33662446584994,-71.148850064119
Dunkin Donuts,,1931 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:21:43.377+00,8572511653,48448,42.28500000015525,-71.0648400008946
Dunkin Donuts,,1 Harbor,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2008-07-31 14:59:03+00,6174644001,,,
Dunkin Donuts,,200 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2018-08-09 16:49:24.407+00,6175619300,341353,42.362677345436204,-71.01863498065062
Dunkin Donuts,,210 HARVARD,ALLSTON,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2009-03-26 17:25:32+00,6172323402,,,
Dunkin Donuts,,2290 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:18:03.4+00,8572511653,156550,42.27238282403238,-71.0677895563569
Dunkin Donuts,,2489 Washington,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2017-07-12 14:44:58.383+00,6175616320,419827,42.328278953755415,-71.08685505307544
Dunkin Donuts,,283 Huntington,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2019-01-10 16:44:54.31+00,6175616320,155856,42.34193275718929,-71.08650092828051
Dunkin Donuts,,315 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:24+00,7392117,27970,42.323015999729364,-71.10387700082441
Dunkin Donuts,,31 WM C KELLY,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:28+00,9788981250,,,
Dunkin Donuts,,344 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2018-01-11 17:24:51.91+00,6178166882,143521,42.3488457515683,-71.15291352966601
Dunkin Donuts,,37 Huntington,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2024-01-09 14:53:04.95+00,6173835417,439004,42.33111351848867,-71.11198674767184
Dunkin Donuts,,405 D,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2014-09-19 17:37:28.163+00,6172415219,345086,42.34412125479619,-71.0441635977346
Dunkin Donuts,,4175 WASHINGTON,ROSLINDALE,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:33:56+00,6173239851,,42.287902640932586,-71.12700837594468
Dunkin Donuts,,510 Southampton,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:04+00,6172699894,129078,42.32975000031629,-71.05739000117734
Dunkin Donuts,,530 Commonwealth,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2023-03-06 20:14:04.24+00,6172367673,157953,42.34849849060922,-71.09629082611978
Dunkin Donuts,,598 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2022-06-30 16:12:44.283+00,5087359402,406602,42.35033999973955,-71.16693000063403
Dunkin Donuts,,616 MASSACHUSETTS ,BOSTON,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:53+00,6175411911,,42.33715229261033,-71.07737797192256
Dunkin Donuts,,711 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2010-03-05 16:20:29+00,6174644001,6320,42.35116000068126,-71.05667000085117
Dunkin Donuts,,719 Gallivan,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:20:59.823+00,6176373195,351817,42.283830000500075,-71.04613000127279
Dunkin Donuts,,736 Cambridge,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2008-07-24 12:33:57+00,7813311599,156980,42.349573893304694,-71.14797912905065
Dunkin Donuts,,750 Washington,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:25+00,6172415219,158017,42.35055564807489,-71.06286082550342
Dunkin Donuts,,75 L,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2014-07-10 14:32:20.307+00,6172681792,82583,42.335135567017,-71.03562959440474
Dunkin Donuts,,77 MILK ST,BOSTON,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2007-04-11 15:32:57+00,6174511057,,42.35657999999993,-71.05650000121486
Dunkin Donuts,,875 William T Morrissey,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2022-05-24 17:19:55.463+00,8572511653,336968,42.29356000006509,-71.04788000140806
Dunkin' Donuts,,1131 Tremont,Boston,MA,02120,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:38+00,6175411911,158048,42.33554506497985,-71.08818852937158
Dunkin' Donuts,,13 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2021-09-03 16:33:53.043+00,6175692576,167525,42.36897790297998,-71.03920866238217
Dunkin' Donuts,,1926 Columbus,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:29+00,6175411911,157214,42.31681750502517,-71.09798218475912
Dunkin' Donuts,,1 DEACONESS,BOSTON,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:42+00,6172328052,,42.337813275095414,-71.10907881645676
Dunkin' Donuts,,21 AUSTIN,CHARLESTOWN,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:35+00,6172415219,,,
Dunkin' Donuts,,235 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:18+00,6172481987,158162,42.3581380618215,-71.0581487013043
Dunkin' Donuts,,2360 Washington,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:37+00,6174272800,144493,42.32937000050038,-71.0844600020372
Dunkin' Donuts,,256 Boston,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:32+00,,17156,42.32086999961968,-71.06091000136296
Dunkin' Donuts,,356 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2021-09-03 16:32:49.07+00,6175692576,391778,42.37973999960746,-71.02669000087954
Dunkin' Donuts,,7 Walk Hill,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:32+00,9831902,141731,42.29556000022539,-71.11610000115121
Dunkin' Donuts,,847 Dorchester,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:26+00,,156523,42.321790812105036,-71.05698010173612
Dunkin' Donuts,,951 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2021-09-03 16:27:57.057+00,6175692576,14946,42.38589000019172,-71.0083500010737
DUNKIN DONUTS',,20 North,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:51+00,9788981250,103543,42.36069099971517,-71.05634600142307
DUNKIN DONUTS',,800 Boylston,Boston,MA,02199,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:58+00,9784201220,157244,42.34729680482496,-71.0814574594804
DUNKIN' DONUTS,,16 Tremont,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:41+00,6174644001,356336,42.35908403598115,-71.05952639616407
DUNKIN' DONUTS #0311,,818 Harrison,Roxbury,MA,02118,Active,FS,Eating & Drinking,2006-12-07 18:34:48+00,6172470745,156600,42.334723119060364,-71.07348855377451
Dunkin Donuts/1138 Washington St.,,1138 Washington,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:12+00,6174749937,158234,42.343695146907656,-71.06584132702204
Dunkin Donuts (209 North Harvard St.),,209 NORTH HARVARD,ALLSTON,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:34+00,6172545475,,42.36258155442228,-71.13070849293052
Dunkin Donuts (219 Cambridge),,219 Cambridge,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2009-01-26 15:52:26+00,6177871608,25092,42.35822500006128,-71.12625600095666
Dunkin Donuts(757 Centre St.),,757 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:11+00,6175249420,28193,42.3104447328954,-71.11518033964487
Dunkin Donuts (895 Morton St.),,895 Morton,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2012-03-08 19:22:58+00,6175411911,97821,42.280440054610864,-71.0841391168082
Dunkin Donuts/Airside,,400 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2016-10-19 19:24:47.96+00,6175411911,343936,42.36687588332872,-71.02090556665121
DUNKIN DONUTS (ALLSTON),,509 Cambridge,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:16+00,6178166882,25147,42.35341984383068,-71.1384696227087
Dunkin Donuts-Amer Airlines/Landside,,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2007-04-04 14:07:42+00,6175411911,,,
DUNKIN DONUTS(ARRIVAL),,100 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:15+00,6172655800,341357,42.364539860564015,-71.02181743285618
Dunkin Donuts at Old Colony,,75 OLD COLONY ,SOUTH BOSTON,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:54+00,6178280298,,42.33575489872016,-71.05609084800476
DUNKIN DONUTS BLUE HILL AVE,,456 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:19+00,6175411911,157922,42.309398959927734,-71.08204035735245
Dunkin' Donuts(C.A. Donuts),,155 Spring,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:25+00,,129544,42.27646000018096,-71.16677000159872
